English Word	Valence	Arousal	Dominance	Hebrew Word
amazingly	0.918	0.765	0.920	באופן מדהים
ambassador	0.651	0.529	0.917	שַׁגְרִיר
amber	0.635	0.308	0.369	עַנבָּר
ambience	0.735	0.356	0.426	אֲוִירָה
ambient	0.625	0.360	0.582	סביבה
ambiguity	0.164	0.460	0.370	דו משמעות
ambiguous	0.265	0.462	0.358	דו - משמעי
ambit	0.479	0.380	0.386	תחום
ambition	0.510	0.804	0.661	שְׁאַפתָנוּת
ambitious	0.484	0.821	0.717	שְׁאַפתָנִי
ambivalent	0.510	0.404	0.482	אמביוולנטי
ambrosia	0.571	0.452	0.480	אמברוזיה
ambulance	0.500	0.750	0.609	אַמבּוּלַנס
ambush	0.281	0.830	0.500	מארב
ameliorate	0.770	0.548	0.747	לְשַׁפֵּר
amen	0.781	0.182	0.542	אָמֵן
amenable	0.448	0.410	0.406	נגיש
amend	0.688	0.406	0.658	לְתַקֵן
amendment	0.531	0.459	0.606	תיקון
amends	0.640	0.366	0.517	מתקן
amenity	0.750	0.327	0.574	נוֹחוּת
amethyst	0.622	0.406	0.517	אַחלָמָה
amiable	0.847	0.290	0.483	יְדִידוּתִי
amicable	0.875	0.330	0.507	ידידותי
amid	0.510	0.340	0.256	בְּתוֹך
amidst	0.480	0.330	0.316	בְּתוֹך
amino	0.551	0.402	0.433	אמינו
ammo	0.323	0.765	0.621	תַחְמוֹשֶׁת
ammonia	0.292	0.587	0.409	אַמוֹנִיָה
ammonium	0.354	0.396	0.368	אַמוֹנִיוּם
ammunition	0.338	0.635	0.667	תַחְמוֹשֶׁת
amnesia	0.296	0.330	0.308	שִׁכחָה
amnesty	0.551	0.451	0.814	חֲנִינָה
amorous	0.844	0.670	0.636	מָלֵא אַהֲבָה
amorphous	0.327	0.402	0.349	גָלוּם
amortization	0.592	0.491	0.522	פְּחָת
amount	0.562	0.422	0.649	כמות
amour	0.865	0.480	0.652	אהבה
amp	0.439	0.393	0.375	אמפר
ampersand	0.480	0.448	0.483	אמפרסנד
amphetamines	0.133	0.667	0.526	אמפטמינים
amphibian	0.427	0.357	0.474	דוּחַי
amphibious	0.479	0.346	0.445	אַמפִיבִּי
amphitheater	0.653	0.480	0.545	אַמְפִיתֵאַטרוֹן
ample	0.744	0.349	0.719	מַסְפִּיק
amplification	0.690	0.677	0.810	הַגבָּרָה
amplify	0.677	0.735	0.827	להגביר
amplitude	0.694	0.439	0.692	אמפליטודה
amply	0.781	0.431	0.766	בשפע
amputate	0.092	0.660	0.509	לקטוע
amputation	0.100	0.755	0.483	קְטִיעָה
amuck	0.385	0.602	0.321	אמוק
amulet	0.781	0.260	0.630	קָמִיעַ
amuse	0.812	0.684	0.664	לְשַׁעֲשֵׁעַ
amused	0.942	0.847	0.596	משועשע
amusement	0.929	0.837	0.803	שַׁעֲשׁוּעַ
amusing	0.960	0.829	0.632	משעשע
ana	0.541	0.300	0.314	אנה
anaconda	0.146	0.830	0.540	אנקונדה
anaesthesia	0.350	0.217	0.473	הַרדָמָה
anaesthetic	0.449	0.268	0.509	חומר הרדמה
anagram	0.552	0.327	0.449	אֲנַגְרַמָה
anal	0.333	0.798	0.334	אנאלי
analgesic	0.417	0.321	0.441	מְשַׁכֵּך כְּאֵבִים
analogous	0.531	0.270	0.500	מַקְבִּיל
analogue	0.570	0.320	0.446	אנלוגי
analogy	0.510	0.367	0.509	אֲנָלוֹגִיָה
analysis	0.729	0.448	0.705	אָנָלִיזָה
analyst	0.604	0.415	0.755	מְנַתֵחַ
analytic	0.665	0.521	0.634	אֲנַאלִיטִי
analytical	0.625	0.324	0.800	אנליטיים
analyze	0.667	0.462	0.710	לְנַתֵחַ
analyzer	0.625	0.556	0.854	מנתח
anaphylactic	0.378	0.588	0.500	אנפילקטי
anarchism	0.125	0.804	0.623	אנרכיזם
anarchist	0.204	0.700	0.759	אֲנַרכִיסט
anarchy	0.146	0.755	0.620	אֲנַרכִיָה
anastomosis	0.375	0.470	0.490	הַשָׁקָה
anathema	0.286	0.490	0.519	חֵרֶם
anatomic	0.562	0.442	0.546	אנטומי
anatomy	0.562	0.390	0.571	אֲנָטוֹמִיָה
ancestor	0.592	0.388	0.594	אָב קַדמוֹן
ancestral	0.640	0.481	0.750	אבותי
ancestry	0.708	0.519	0.717	שׁוֹשֶׁלֶת
anchor	0.520	0.284	0.564	לְעַגֵן
anchorage	0.500	0.325	0.639	מַעֲגָן
ancient	0.420	0.217	0.439	עָתִיק
ancillary	0.449	0.442	0.278	נלווה
androgen	0.255	0.523	0.527	אנדרוגן
android	0.663	0.436	0.500	דְמוּי אָדָם
anecdote	0.583	0.529	0.500	אֲנֶקדוֹטָה
anemia	0.188	0.327	0.310	אֲנֶמִיָה
anemic	0.167	0.279	0.155	אֲנֵמִי
anemone	0.552	0.538	0.327	כַּלָנִית
anesthesia	0.365	0.216	0.394	הַרדָמָה
anesthesiologist	0.419	0.224	0.526	רופא מרדים
anesthetic	0.350	0.264	0.482	חומר הרדמה
aneurysm	0.115	0.690	0.536	מפרצת
anew	0.771	0.358	0.385	מִחָדָשׁ
angel	0.906	0.158	0.704	מַלְאָך
angelic	0.927	0.298	0.668	מַלאָכִי
anger	0.167	0.865	0.657	כַּעַס
angered	0.010	0.860	0.547	כועס
angermanagement	0.260	0.632	0.482	ניהול כעסים
angina	0.230	0.630	0.464	אַנגִינָה
angiogram	0.347	0.520	0.465	אנגיוגרפיה
angiography	0.378	0.536	0.520	אנגיוגרפיה
angle	0.541	0.330	0.455	זָוִית
angling	0.625	0.408	0.500	דייג
angora	0.529	0.425	0.405	אנגורה
angriest	0.094	0.892	0.430	הכי כועס
angry	0.122	0.830	0.604	כּוֹעֵס
angrytweet	0.265	0.644	0.471	כועס ציוץ
angst	0.167	0.888	0.333	מתח
anguish	0.153	0.792	0.265	צַעַר
anguished	0.135	0.720	0.307	ייסורים
angular	0.449	0.281	0.444	זוויתי
anhydrous	0.456	0.365	0.355	נְטוּל מַיִם
animal	0.521	0.510	0.513	בעל חיים
animate	0.827	0.755	0.635	לְהַנפִּישׁ
animated	0.823	0.676	0.538	מונפש
animation	0.888	0.750	0.549	אנימציה
animosity	0.510	0.724	0.545	אֵיבָה
animus	0.698	0.676	0.466	עוֹיְנוּת
ankle	0.500	0.274	0.234	קרסול
anklet	0.410	0.276	0.302	קַרסוּלִית
annals	0.427	0.610	0.424	קוֹרוֹת
annex	0.594	0.350	0.458	לְסַפֵּחַ
annexation	0.342	0.500	0.555	סיפוח
annexe	0.584	0.350	0.392	נספח
annihilate	0.115	0.918	0.681	לְהַשְׁמִיד
annihilated	0.080	0.760	0.324	הושמד
annihilation	0.041	0.800	0.591	הַשׁמָדָה
anniversary	0.880	0.770	0.723	יוֹם הַשָׁנָה
annotate	0.592	0.469	0.441	להעיר
annotation	0.604	0.470	0.619	ביאור
announce	0.694	0.618	0.611	להכריז
announcement	0.729	0.491	0.482	הַכרָזָה
announcer	0.602	0.570	0.732	כָּרוֹז
annoy	0.094	0.765	0.286	לְהַרְגִיז
annoyance	0.167	0.718	0.342	מוֹרַת רוֹחַ
annoyed	0.104	0.783	0.345	מְרוּגָז
annoyin	0.260	0.573	0.352	מעצבן
annoying	0.082	0.853	0.348	מְעַצבֵּן
annoys	0.146	0.778	0.435	מעצבן
annual	0.552	0.236	0.500	שנתי
annuity	0.521	0.304	0.527	אַנוֹנָה
annul	0.250	0.448	0.364	לְבַטֵל
annular	0.310	0.385	0.412	טַבַּעתִי
annulment	0.153	0.375	0.447	ביטול
annulus	0.458	0.380	0.376	הטבעת
anointed	0.500	0.368	0.579	מָשׁוּחַ
anointing	0.653	0.350	0.547	מְשִׁיחָה
anomalous	0.281	0.480	0.423	חָרִיג
anomaly	0.188	0.538	0.404	אֲנוֹמַלִיָה
anon	0.479	0.354	0.298	אנון
anonymity	0.469	0.255	0.430	אַלמוֹנִיוּת
anonymous	0.396	0.291	0.431	בעילום שם
anorexic	0.160	0.618	0.245	אנורקסית
answer	0.537	0.373	0.661	תשובה
answerable	0.708	0.481	0.750	ניתן לענות
answering	0.684	0.500	0.607	עונה
ant	0.448	0.216	0.216	נְמָלָה
antagonism	0.224	0.618	0.524	הִתנַגְדוּת
antagonist	0.240	0.615	0.700	יָרִיב
antagonistic	0.296	0.604	0.565	אנטגוניסטי
antagonize	0.143	0.663	0.629	להתנגד
ante	0.448	0.320	0.417	אנטה
antecedent	0.427	0.551	0.566	קדם
antelope	0.542	0.510	0.500	אַנְטִילוֹפָּה
antenna	0.521	0.327	0.358	אַנטֶנָה
anterior	0.510	0.245	0.362	קִדמִי
anthem	0.780	0.343	0.729	הִמנוֹן
anthill	0.327	0.578	0.377	תל נמלים
anthology	0.338	0.406	0.537	אַנתוֹלוֹגִיָה
anthrax	0.188	0.730	0.500	גַחֶלֶת
anthropological	0.367	0.390	0.490	אנתרופולוגי
anthropologist	0.551	0.385	0.725	אַנתרוֹפּוֹלוֹג
anthropology	0.490	0.367	0.582	אַנתרוֹפּוֹלוֹגִיָה
anti	0.365	0.412	0.384	אַנְטִי
antiaircraft	0.330	0.622	0.629	נֶגֶד מְטוֹסִים
antibiotic	0.510	0.373	0.658	אַנטִיבִּיוֹטִי
antibiotics	0.448	0.406	0.557	אַנְטִיבִּיוֹטִיקָה
antichrist	0.082	0.837	0.544	אנטיכריסט
anticipate	0.622	0.469	0.667	לְצַפּוֹת
anticipation	0.698	0.539	0.711	ציפייה
anticipatory	0.653	0.551	0.682	מַקדִים
antics	0.448	0.740	0.236	תעלולים
antidote	0.541	0.490	0.629	תרופה נגד
antifungal	0.408	0.412	0.441	אנטי פטרייתי
antigravity	0.430	0.714	0.658	נוגד כבידה
antimony	0.378	0.398	0.490	אַנטִימוֹן
antipathy	0.198	0.549	0.393	סְלִידָה
antiquarian	0.500	0.233	0.426	סוֹחֵר עַתִיקוֹת
antiquated	0.420	0.392	0.236	מְיוּשָׁן
antique	0.634	0.290	0.518	עָתִיק
antiques	0.540	0.370	0.595	עַתִיקוֹת
antiquity	0.385	0.333	0.556	יָמֵי קֶדֶם
antiseptic	0.438	0.370	0.623	מְחַטֵא
antisocial	0.146	0.686	0.391	אַנְטִי חֵבְרָתִי
antithesis	0.396	0.412	0.536	אַנְטִיתֵזָה
antithetical	0.271	0.509	0.358	אנטיתטי
antiviral	0.459	0.470	0.549	אנטי ויראלי
antler	0.448	0.470	0.500	קֶרֶן הַצְבִי
antsy	0.449	0.558	0.417	עצבני
anus	0.347	0.644	0.350	פִּי הַטַבַּעַת
anvil	0.380	0.510	0.604	סַדָן
anxiety	0.146	0.865	0.342	חֲרָדָה
anxietyattack	0.150	0.925	0.446	התקף חרדה
anxious	0.281	0.875	0.434	חָרֵד
anxiousness	0.235	0.814	0.282	דְאַגתָנוּת
anytime	0.625	0.461	0.436	בכל עת
aorta	0.448	0.510	0.542	אבי העורקים
aortic	0.436	0.540	0.438	אבי העורקים
apace	0.536	0.500	0.536	בִּמְהִירוּת
apache	0.687	0.469	0.500	אפאצ'י
apartment	0.719	0.393	0.580	דִירָה
apartments	0.704	0.337	0.443	דירות
apathetic	0.188	0.292	0.333	אָדִישׁ
apathy	0.184	0.212	0.204	אֲדִישׁוּת
ape	0.548	0.389	0.336	קוֹף
aperture	0.612	0.450	0.667	צוֹהַר
apex	0.570	0.433	0.418	שִׂיא
aphid	0.388	0.473	0.407	כְּנִימָה
aphrodisiac	0.750	0.846	0.667	אפרודיזיאק
apiece	0.439	0.259	0.383	חתיכה
aplomb	0.500	0.509	0.582	בִּטָחוֹן עַצְמִי
apocalypse	0.050	0.867	0.736	אַפּוֹקָלִיפּסָה
apocalyptic	0.173	0.880	0.750	אפוקליפטי
apologetic	0.479	0.461	0.571	מִתנַצֵל
apologist	0.406	0.429	0.526	מתנצל
apologize	0.551	0.378	0.389	לְהִתְנַצֵל
apology	0.571	0.346	0.402	הִתנַצְלוּת
apostasy	0.388	0.520	0.517	כְּפִירָה
apostate	0.342	0.500	0.528	מְשׁוּמָד
apostle	0.646	0.347	0.732	שליח
apostolic	0.592	0.300	0.717	שליח
apostrophe	0.469	0.368	0.537	גֵרֵשׁ
apothecary	0.561	0.328	0.529	רוֹקֵחַ
appalled	0.194	0.792	0.562	מזועזע
appalling	0.160	0.827	0.415	מַחרִיד
apparatus	0.375	0.353	0.377	מַנגָנוֹן
apparel	0.698	0.435	0.453	לבוש
apparent	0.473	0.383	0.398	נִרְאֶה
apparently	0.531	0.410	0.426	ככל הנראה
apparition	0.406	0.573	0.636	הוֹפָעָה
appeal	0.663	0.598	0.558	עִרעוּר
appear	0.735	0.506	0.567	לְהוֹפִיעַ
appearance	0.669	0.490	0.534	מראה חיצוני
appease	0.633	0.278	0.434	לְרַצוֹת
appellant	0.327	0.588	0.568	עוֹרֵר
append	0.573	0.464	0.453	לְצַרֵף
appendage	0.229	0.382	0.438	תוֹסֶפֶת
appendectomy	0.177	0.670	0.554	כריתת תוספתן
appendicitis	0.031	0.640	0.347	דַלֶקֶת הַתוֹסֶפתָן
appendix	0.365	0.387	0.425	נִספָּח
appetite	0.704	0.637	0.581	תֵאָבוֹן
appetizer	0.755	0.560	0.406	מתאבן
appetizing	0.806	0.657	0.688	מְעוֹרֵר תֵאָבוֹן
applaud	0.865	0.824	0.464	לְשַׁבֵּחַ
applause	0.953	0.857	0.621	תְשׁוּאוֹת
apple	0.811	0.300	0.264	תפוח עץ
apple juice	0.765	0.204	0.294	מיץ תפוחים
applejack	0.604	0.431	0.473	תפוחים
applesauce	0.750	0.167	0.291	רסק תפוחים
appliance	0.582	0.453	0.538	מַכשִׁיר
appliances	0.594	0.394	0.567	מכשירים
applicability	0.677	0.490	0.741	יָשִׂימוּת
applicable	0.469	0.430	0.667	יָשִׂים
applicant	0.612	0.558	0.688	מְבַקֵשׁ
application	0.646	0.445	0.726	יישום
apply	0.612	0.321	0.667	להגיש מועמדות
appoint	0.565	0.330	0.509	לְמַנוֹת
appointment	0.688	0.594	0.547	קביעת פגישה
appointments	0.745	0.677	0.625	פגישות
apportion	0.677	0.490	0.638	לְחַלֵק
apportionment	0.552	0.481	0.453	חלוקה
appraisal	0.417	0.667	0.682	הערכה
appraise	0.677	0.490	0.696	לְהַעֲרִיך
appreciable	0.873	0.491	0.778	ראוי להערכה
appreciate	0.885	0.422	0.741	מעריך
appreciated	0.910	0.434	0.779	מוערך
appreciates	0.765	0.500	0.656	מעריך
appreciation	0.917	0.529	0.588	הוֹקָרָה
appreciative	0.857	0.380	0.654	מוֹקִיר
apprehend	0.521	0.624	0.696	לַעֲצוֹר
apprehension	0.385	0.720	0.454	חֲשָׁשׁ
apprehensive	0.406	0.592	0.431	חוֹשֵׁשׁ
apprentice	0.615	0.413	0.452	שׁוּליִה
apprenticeship	0.812	0.482	0.643	התמחות
approach	0.612	0.392	0.610	גִישָׁה
approaching	0.740	0.557	0.491	מִתקַרֵב
approbate	0.646	0.590	0.860	מתאים
approbation	0.792	0.529	0.774	הַסכָּמָה
appropriate	0.833	0.368	0.759	מתאים
appropriation	0.510	0.632	0.717	לְקִיחָה
approval	0.854	0.460	0.889	הסכמה
approve	0.875	0.548	0.741	לְאַשֵׁר
approved	0.833	0.349	0.698	אושר
approvement	0.880	0.625	0.780	אישור
approving	0.917	0.583	0.773	מאשרים
approximate	0.551	0.560	0.520	לְהִתְקַרֵב
approximately	0.622	0.396	0.538	בְּעֵרֶך
approximating	0.583	0.615	0.471	מתקרב
approximation	0.582	0.402	0.593	אוּמדָן
appurtenances	0.573	0.412	0.547	אביזרים
apricot	0.708	0.320	0.278	מִשׁמֵשׁ
apron	0.582	0.208	0.245	סינר
apt	0.582	0.418	0.382	מַתְאִים
aptitude	0.750	0.471	0.746	כִּשָׁרוֹן
aqua	0.656	0.292	0.359	אקווה
aquamarine	0.729	0.306	0.413	תַרשִׁישׁ
aquarium	0.663	0.327	0.393	אַקוַרִיוּם
aquatic	0.677	0.510	0.463	מֵימִי
aqueduct	0.551	0.411	0.534	אַמַת מַיִם
aqueous	0.429	0.270	0.310	מֵימִי
arable	0.510	0.350	0.465	גידול
arbiter	0.561	0.537	0.814	פּוֹסֵק
arbitrary	0.281	0.702	0.686	שרירותי
arbitrate	0.470	0.620	0.682	לְהַכרִיעַ
arbitration	0.587	0.602	0.670	בוררות
arbitrator	0.385	0.448	0.795	בּוֹרֵר
arbor	0.583	0.490	0.591	סוכת
arc	0.552	0.388	0.396	קֶשֶׁת
arcade	0.676	0.521	0.502	מִקמֶרֶת
arcane	0.500	0.490	0.637	מִסתוֹרִי
arch	0.500	0.354	0.468	קֶשֶׁת
archaeological	0.740	0.441	0.660	ארכיאולוגי
archaeologist	0.552	0.451	0.706	אַרכֵיאוֹלוֹג
archaeology	0.596	0.358	0.691	אַרכֵיאוֹלוֹגִיָה
archaic	0.271	0.327	0.332	אַרְכָאִי
archangel	0.837	0.500	0.708	מלאך מלאך
archbishop	0.622	0.280	0.776	אַרכִיבִּישׁוֹף
archdiocese	0.400	0.321	0.704	ארכיבישוף
archduke	0.458	0.413	0.634	ארכידוכס
arched	0.582	0.403	0.398	קָמוּר
archer	0.573	0.622	0.661	קַשָׁת
archery	0.594	0.604	0.589	קַשׁתוּת
archetype	0.448	0.520	0.569	אַב טִיפּוּס
archipelago	0.745	0.370	0.592	אַרכִיפֵּלָג
architect	0.776	0.442	0.836	אַדְרִיכָל
architectural	0.729	0.390	0.670	אדריכלי
architecture	0.820	0.390	0.694	ארכיטקטורה
archive	0.438	0.294	0.527	ארכיון
arctic	0.615	0.352	0.546	אַרקטִי
ardent	0.694	0.873	0.722	נִלהָב
ardor	0.500	0.780	0.538	לַהַט
arduous	0.344	0.783	0.605	כָּרוּך בְּמַאֲמָצִים
area	0.490	0.306	0.464	אֵזוֹר
arena	0.510	0.235	0.404	זִירָה
areola	0.417	0.396	0.381	ערולה
areyoukidding	0.429	0.633	0.400	אתה צוחק
areyoukiddingme	0.365	0.635	0.375	אתה צוחק עלי
argent	0.594	0.418	0.472	ארגנט
argh	0.260	0.538	0.328	ארג'
arghh	0.292	0.536	0.397	ארגח
arghhhh	0.250	0.618	0.324	ארגחחח
argue	0.093	0.798	0.525	לִטעוֹן
argument	0.510	0.464	0.698	טַעֲנָה
argumentation	0.479	0.549	0.760	הַנמָקָה
argumentative	0.450	0.531	0.679	טיעוני
arguments	0.541	0.602	0.657	טיעונים
arid	0.323	0.333	0.379	צָחִיחַ
arise	0.750	0.582	0.725	לְהִתְעוֹרֵר
aristocracy	0.688	0.549	0.842	אֲצוּלָה
aristocrat	0.583	0.413	0.811	אֲרִיסטוֹקרָט
aristocratic	0.449	0.519	0.676	אריסטוקרטי
arithmetic	0.453	0.460	0.634	חֶשְׁבּוֹן
ark	0.396	0.427	0.543	ארון קודש
arm	0.552	0.285	0.469	זְרוֹעַ
armada	0.408	0.740	0.868	ארמדה
armament	0.198	0.764	0.810	הְתחַמְשׁוּת
armaments	0.192	0.839	0.830	חימוש
armature	0.510	0.558	0.755	עוֹגֶן
armchair	0.646	0.164	0.339	כּוּרסָה
armed	0.188	0.750	0.808	חָמוּשׁ
armor	0.469	0.625	0.784	שִׁריוֹן
armored	0.469	0.509	0.861	משוריין
armory	0.448	0.663	0.800	נִשׁקִיָה
armpit	0.283	0.439	0.250	בית שחי
arms	0.464	0.395	0.483	נשק
army	0.417	0.759	0.902	צָבָא
aroma	0.823	0.235	0.442	אֲרוֹמָה
aromatherapy	0.847	0.220	0.473	ארומתרפיה
arousal	0.791	0.943	0.731	עִירוּר
arouse	0.740	0.491	0.580	לְעוֹרֵר
aroused	0.708	0.952	0.667	מגורה
arraignment	0.406	0.837	0.534	העמדה לדין
arrange	0.740	0.490	0.571	לְאַרגֵן
arranged	0.698	0.531	0.728	מְסוּדָר
arrangement	0.625	0.382	0.683	הֶסדֵר
array	0.521	0.396	0.568	מַעֲרָך
arrears	0.286	0.485	0.302	פיגורים
arrest	0.146	0.951	0.500	מַעְצָר
arrhythmia	0.265	0.706	0.356	הפרעת קצב
arrival	0.678	0.510	0.474	הַגָעָה
arrive	0.837	0.406	0.585	לְהַגִיעַ
arrogance	0.143	0.750	0.620	יְהִירוּת
arrogant	0.115	0.755	0.580	יָהִיר
arrow	0.439	0.390	0.454	חֵץ
arsehole	0.276	0.598	0.433	חור תחת
arseholes	0.188	0.545	0.351	חורים
arsenal	0.365	0.741	0.752	מַחסָן נֶשֶׁק
arsenic	0.281	0.472	0.447	אַרסָן
arson	0.133	0.904	0.567	הַצָתָה
arsonist	0.348	0.840	0.500	מַבעִיר
art	0.812	0.360	0.603	אומנות
arterial	0.396	0.510	0.583	עוֹרְקִי
artery	0.396	0.580	0.537	עוֹרֶק
artful	0.771	0.608	0.778	עַרמוּמִי
arthritis	0.110	0.518	0.345	דַלֶקֶת פּרָקִים
arthropod	0.344	0.464	0.434	פרוקי רגליים
artichoke	0.583	0.218	0.287	אַרטִישׁוֹק
article	0.594	0.280	0.481	מאמר
articles	0.552	0.324	0.565	מאמרים
articulate	0.677	0.462	0.618	לבטא
articulation	0.479	0.480	0.591	מִפרוּק
artifact	0.510	0.500	0.566	חפץ
artifice	0.316	0.696	0.482	תַחְבּוּלָה
artificial	0.306	0.385	0.351	מְלָאכוּתִי
artillery	0.350	0.912	0.794	אָרְטִילֶרִיָה
artisan	0.781	0.330	0.411	אָמָן
artist	0.802	0.442	0.732	אמן
artiste	0.844	0.512	0.565	אמן
artistic	0.802	0.646	0.632	אָמָנוּתִי
artistry	0.823	0.346	0.769	אָמָנוּת
artists	0.796	0.667	0.741	אמנים
artwork	0.896	0.368	0.679	עבודת אומנות
arty	0.490	0.422	0.388	אומנותי
asap	0.571	0.500	0.552	בהקדם האפשרי
asbestos	0.357	0.481	0.464	אַזְבֶּסְט
ascend	0.830	0.620	0.812	לַעֲלוֹת
ascendancy	0.724	0.625	0.700	עלייה
ascendant	0.656	0.673	0.821	עולה
ascending	0.826	0.644	0.777	עולה
ascension	0.765	0.720	0.714	התעלות
ascent	0.755	0.627	0.833	מַעֲלֶה
ascertain	0.560	0.530	0.625	לְוַדֵא
ascertained	0.531	0.529	0.616	התברר
ascetic	0.438	0.375	0.472	סַגְפָן
ash	0.260	0.210	0.207	אֵפֶר
ashamed	0.156	0.588	0.228	מְבוּיָשׁ
ashes	0.327	0.279	0.142	אפר
ashtray	0.406	0.382	0.265	מַאֲפֵרָה
asinine	0.429	0.472	0.433	אסיני
ask	0.531	0.440	0.459	לִשְׁאוֹל
asleeep	0.490	0.210	0.322	ישן
asleep	0.604	0.100	0.270	יָשֵׁן
asp	0.438	0.489	0.375	אֶפעֶה
asparagus	0.469	0.317	0.264	אספרגוס
aspartame	0.469	0.480	0.322	אספרטיים
aspect	0.479	0.469	0.588	אספקט
aspects	0.439	0.480	0.565	היבטים
aspen	0.479	0.280	0.395	צַפצָפָה רַעֲדָנִית
asphalt	0.479	0.264	0.439	אַספַלט
asphyxia	0.198	0.704	0.311	חֶנֶק
asphyxiation	0.059	0.745	0.412	חנק
aspiration	0.704	0.724	0.675	שְׁאִיפָה
aspire	0.812	0.469	0.722	לִשְׁאוֹף
aspirin	0.479	0.271	0.422	אַספִּירִין
aspiring	0.844	0.582	0.604	שואפת
ass	0.323	0.750	0.345	תַחַת
assail	0.378	0.510	0.500	לִתְקוֹף
assailant	0.184	0.868	0.602	תוקף
assassin	0.073	0.933	0.632	מִתנַקֵשׁ
assassinate	0.051	0.969	0.722	להתנקש
assassination	0.083	0.941	0.525	רֶצַח
assault	0.167	0.848	0.550	תקיפה
assay	0.633	0.559	0.594	בדיקה
assemblage	0.429	0.452	0.600	מכלול
assemble	0.542	0.570	0.750	להרכיב
assembled	0.663	0.450	0.644	התאספו
assembly	0.698	0.500	0.640	הַרכָּבָה
assemblyman	0.430	0.538	0.760	איש הרכבה
assent	0.615	0.515	0.719	לְהַסכִּים
assert	0.750	0.619	0.809	לִטעוֹן
